eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,pup_diam_l_px_x,pup_diam_l_px_y,pup_diam_r_px_x,pup_diam_r_px_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,686,constricted,2,637,606,28.448,10.126,-21.602,2.7,-0.035,-0.2872,0.9572,-29.691,9.892,-20.221,2.76,0.0099,-0.2605,0.9654,652.65,609.89,59.0,47.0,60.0,48.0,652.16,637.87,674.62,621.29,0.8101611072722359
SMI ETG,687,constricted,2,637,606,28.448,10.126,-21.602,2.7,-0.0345,-0.2858,0.9577,-29.691,9.892,-20.221,2.74,0.0088,-0.2605,0.9654,652.95,608.4,59.0,47.0,60.0,48.0,651.58,636.06,675.89,621.36,0.8106123854715735
SMI ETG,688,constricted,2,637,607,28.449,10.126,-21.602,2.66,-0.0328,-0.2835,0.9584,-29.692,9.892,-20.221,2.72,0.0085,-0.2589,0.9659,652.03,605.55,59.0,47.0,60.0,48.0,649.51,633.24,676.24,619.43,0.7591201467438522
SMI ETG,688,constricted,2,637,607,28.449,10.126,-21.602,2.66,-0.0323,-0.2836,0.9584,-29.692,9.892,-20.221,2.66,0.0082,-0.2586,0.966,651.9,605.5,59.0,46.0,60.0,46.0,648.97,633.43,676.53,619.05,0.7528631461585764
SMI ETG,690,constricted,2,637,606,28.449,10.126,-21.602,2.62,-0.0341,-0.2839,0.9583,-29.692,9.892,-20.221,2.64,0.0101,-0.2576,0.9662,651.94,605.81,59.0,45.0,60.0,46.0,651.06,633.71,674.38,617.86,0.7511733249247242
SMI ETG,691,constricted,2,637,606,28.449,10.126,-21.602,2.64,-0.0328,-0.2839,0.9583,-29.692,9.892,-20.221,2.64,0.0108,-0.257,0.9664,650.78,605.55,58.0,45.0,58.0,46.0,649.6,633.75,673.54,617.09,0.6931805154460727
SMI ETG,691,constricted,2,637,606,28.449,10.125,-21.602,2.62,-0.0337,-0.2836,0.9584,-29.692,9.891,-20.221,2.62,0.0108,-0.2581,0.9661,651.3,605.77,58.0,45.0,58.0,46.0,650.65,633.36,673.55,618.43,0.7190345534028653
SMI ETG,692,constricted,2,637,606,28.449,10.125,-21.602,2.62,-0.0326,-0.2837,0.9584,-29.692,9.891,-20.221,2.64,0.0118,-0.2577,0.9662,650.06,605.7,58.0,45.0,58.0,46.0,649.33,633.5,672.42,617.93,0.6567809791669261
SMI ETG,693,constricted,2,637,606,28.449,10.125,-21.602,2.64,-0.0327,-0.2844,0.9582,-29.693,9.891,-20.221,2.64,0.0116,-0.2568,0.9664,650.27,606.04,58.0,45.0,58.0,46.0,649.45,634.38,672.64,616.9,0.6671491023291233
SMI ETG,693,constricted,2,637,606,28.449,10.125,-21.602,2.64,-0.0316,-0.2832,0.9585,-29.693,9.891,-20.221,2.64,0.0107,-0.2578,0.9661,650.03,605.09,58.0,45.0,58.0,46.0,648.12,632.93,673.65,618.11,0.6567155011182033
SMI ETG,694,constricted,2,637,606,28.449,10.124,-21.602,2.7,-0.0336,-0.2866,0.9575,-29.693,9.891,-20.221,2.64,0.0126,-0.2578,0.9661,650.33,608.57,58.0,46.0,58.0,46.0,650.59,637.06,671.53,618.13,0.68220001960522
SMI ETG,695,constricted,2,637,606,28.449,10.124,-21.602,2.72,-0.0335,-0.2873,0.9572,-29.693,9.891,-20.221,2.64,0.0112,-0.257,0.9664,651.11,608.81,58.0,46.0,58.0,46.0,650.44,637.99,673.16,617.08,0.7229553566795964
SMI ETG,696,constricted,2,637,606,28.449,10.124,-21.602,2.74,-0.034,-0.2861,0.9576,-29.693,9.891,-20.22,2.72,0.0105,-0.2581,0.9661,651.71,608.0,59.0,47.0,60.0,48.0,651.02,636.42,673.87,618.48,0.7461240639809141
SMI ETG,696,constricted,2,637,606,28.449,10.124,-21.602,2.76,-0.0312,-0.2877,0.9572,-29.693,9.89,-20.22,2.74,0.0108,-0.2586,0.9659,649.84,609.4,60.0,47.0,60.0,48.0,647.69,638.46,673.54,619.05,0.6673119500094831
SMI ETG,698,constricted,2,637,607,28.449,10.123,-21.602,2.78,-0.0336,-0.2878,0.9571,-29.694,9.89,-20.22,2.74,0.0096,-0.2602,0.9655,652.02,610.06,59.0,48.0,60.0,48.0,650.56,638.5,674.98,620.96,0.7701549307225384
SMI ETG,699,constricted,2,637,607,28.449,10.123,-21.602,2.72,-0.0338,-0.2866,0.9575,-29.694,9.89,-20.22,2.7,0.0109,-0.2576,0.9662,651.35,608.35,60.0,46.0,60.0,46.0,650.73,637.12,673.41,617.82,0.72442750597576
SMI ETG,700,constricted,2,636,606,28.449,10.123,-21.602,2.74,-0.0332,-0.2864,0.9576,-29.694,9.89,-20.22,2.72,0.0099,-0.2553,0.9668,651.63,607.22,59.0,46.0,60.0,46.0,650.02,636.78,674.59,615.03,0.7880715317414192
SMI ETG,701,constricted,2,636,606,28.449,10.122,-21.602,2.76,-0.0334,-0.2857,0.9577,-29.694,9.89,-20.22,2.72,0.0101,-0.2584,0.966,651.56,607.61,59.0,48.0,60.0,48.0,650.25,635.96,674.4,618.75,0.7862914501455003
SMI ETG,702,constricted,2,636,606,28.449,10.122,-21.602,2.74,-0.0324,-0.2874,0.9573,-29.694,9.89,-20.22,2.68,0.0095,-0.2575,0.9662,651.34,608.72,59.0,46.0,60.0,46.0,649.09,638.01,675.03,617.72,0.7829183773528094
SMI ETG,703,constricted,2,636,606,28.449,10.122,-21.602,2.74,-0.0331,-0.2862,0.9576,-29.694,9.89,-20.22,2.68,0.0095,-0.256,0.9666,651.82,607.29,59.0,47.0,60.0,46.0,649.96,636.64,675.07,615.9,0.7978635554935672
SMI ETG,703,constricted,2,636,606,28.449,10.122,-21.602,2.74,-0.0326,-0.2866,0.9575,-29.695,9.89,-20.22,2.68,0.0093,-0.2564,0.9665,651.65,607.66,59.0,46.0,60.0,46.0,649.37,637.08,675.34,616.35,0.7910460944018873
SMI ETG,704,constricted,2,636,606,28.449,10.121,-21.602,2.72,-0.0346,-0.2867,0.9574,-29.695,9.89,-20.22,2.66,0.0105,-0.256,0.9666,652.19,607.98,59.0,46.0,60.0,46.0,651.75,637.21,673.94,615.95,0.8197955720644068
SMI ETG,705,constricted,2,636,606,28.449,10.121,-21.602,2.72,-0.0327,-0.2862,0.9576,-29.695,9.889,-20.22,2.68,0.0109,-0.257,0.9664,650.71,607.66,59.0,47.0,60.0,46.0,649.45,636.59,673.44,617.13,0.7440763555903774
SMI ETG,706,constricted,2,636,607,28.449,10.121,-21.602,2.7,-0.0326,-0.2866,0.9575,-29.695,9.889,-20.22,2.66,0.0096,-0.2561,0.9666,651.5,607.64,59.0,46.0,60.0,46.0,649.39,637.14,675.01,615.97,0.7797954896025574
SMI ETG,706,constricted,2,636,607,28.449,10.121,-21.602,2.74,-0.0316,-0.2866,0.9575,-29.695,9.889,-20.22,2.68,0.01,-0.2568,0.9664,650.61,607.79,59.0,46.0,60.0,46.0,648.22,637.11,674.48,616.83,0.7354562586803489
SMI ETG,707,constricted,2,636,607,28.449,10.12,-21.602,2.74,-0.034,-0.2862,0.9576,-29.695,9.889,-20.22,2.72,0.009,-0.2561,0.9666,652.67,607.33,59.0,46.0,60.0,46.0,650.99,636.63,675.7,615.99,0.8381306250394926
SMI ETG,708,constricted,2,636,607,28.449,10.12,-21.602,2.78,-0.0337,-0.2876,0.9572,-29.695,9.889,-20.22,2.72,0.0085,-0.2561,0.9666,652.77,608.52,60.0,47.0,60.0,46.0,650.64,638.26,676.19,615.98,0.8463202908602826
SMI ETG,709,constricted,2,636,607,28.449,10.12,-21.602,2.8,-0.0316,-0.287,0.9574,-29.696,9.889,-20.22,2.76,0.0096,-0.2561,0.9666,650.9,607.89,60.0,49.0,60.0,50.0,648.24,637.56,674.98,616.0,0.7502846824254824
SMI ETG,710,constricted,2,636,606,28.449,10.12,-21.602,2.8,-0.0305,-0.2863,0.9577,-29.696,9.889,-20.22,2.76,0.0102,-0.2546,0.967,649.85,606.77,61.0,48.0,62.0,48.0,646.87,636.69,674.27,614.25,0.6973276373472421
SMI ETG,711,constricted,2,636,606,28.449,10.119,-21.602,2.82,-0.0313,-0.286,0.9577,-29.696,9.889,-20.22,2.82,0.01,-0.2575,0.9662,650.38,607.35,61.0,49.0,62.0,50.0,647.84,636.28,674.49,617.76,0.7260118565088809
SMI ETG,711,constricted,2,636,606,28.449,10.119,-21.602,2.84,-0.0319,-0.2875,0.9573,-29.696,9.889,-20.22,2.84,0.0089,-0.2584,0.966,651.42,609.01,63.0,50.0,64.0,50.0,648.59,638.17,675.74,618.82,0.7894897792854099
SMI ETG,712,constricted,2,635,606,28.449,10.119,-21.602,2.88,-0.032,-0.288,0.9571,-29.696,9.889,-20.219,2.84,0.0102,-0.2587,0.9659,650.69,609.69,63.0,50.0,64.0,50.0,648.63,638.78,674.25,619.14,0.8098411879691435
SMI ETG,712,constricted,2,635,606,28.449,10.119,-21.602,2.92,-0.034,-0.2882,0.957,-29.697,9.889,-20.219,2.9,0.0105,-0.26,0.9656,651.75,610.56,63.0,51.0,64.0,52.0,651.06,639.05,673.9,620.75,0.8720644666234793
SMI ETG,713,constricted,2,636,606,28.449,10.118,-21.602,2.96,-0.0309,-0.2883,0.957,-29.697,9.889,-20.219,2.94,0.0097,-0.2597,0.9657,650.3,610.16,64.0,51.0,64.0,52.0,647.38,639.2,674.79,620.37,0.7481211300764322
SMI ETG,714,constricted,2,635,606,28.45,10.118,-21.602,2.96,-0.0309,-0.2887,0.9569,-29.697,9.889,-20.219,2.98,0.0091,-0.2605,0.9654,650.66,610.66,65.0,51.0,66.0,52.0,647.35,639.62,675.56,621.37,0.8207166489988383
SMI ETG,715,constricted,2,635,606,28.45,10.118,-21.602,2.98,-0.0306,-0.289,0.9569,-29.697,9.889,-20.219,3.0,0.0103,-0.2613,0.9652,649.76,611.27,65.0,51.0,66.0,52.0,647.02,639.97,674.13,622.37,0.7870782792332173
SMI ETG,716,constricted,2,635,606,28.45,10.118,-21.602,2.98,-0.0328,-0.2889,0.9568,-29.697,9.889,-20.219,2.98,0.0103,-0.2619,0.9651,651.09,611.62,65.0,51.0,66.0,52.0,649.66,639.85,674.08,623.02,0.8558986560780985
SMI ETG,717,constricted,2,635,606,28.45,10.117,-21.602,2.98,-0.0329,-0.2887,0.9569,-29.697,9.889,-20.219,3.04,0.0077,-0.2652,0.9642,652.54,612.3,66.0,52.0,68.0,54.0,649.75,639.64,677.05,627.11,0.9358423416470268
SMI ETG,717,constricted,2,635,606,28.45,10.117,-21.602,2.98,-0.0331,-0.2886,0.9569,-29.698,9.889,-20.219,3.04,0.0081,-0.2649,0.9643,652.45,612.16,66.0,52.0,68.0,54.0,650.0,639.5,676.59,626.68,0.9292578044353168
SMI ETG,718,constricted,2,635,606,28.45,10.117,-21.602,2.96,-0.0315,-0.2895,0.9567,-29.698,9.889,-20.219,3.02,0.009,-0.2654,0.9641,651.01,613.08,66.0,52.0,68.0,54.0,648.12,640.68,675.65,627.29,0.8787220556621016
SMI ETG,719,constricted,2,635,606,28.45,10.117,-21.602,2.98,-0.0326,-0.2883,0.957,-29.698,9.889,-20.219,3.0,0.0094,-0.2635,0.9646,651.45,611.5,65.0,51.0,66.0,52.0,649.39,639.14,675.18,624.98,0.8711054693939064
SMI ETG,720,constricted,2,635,606,28.45,10.116,-21.602,2.96,-0.0328,-0.29,0.9565,-29.698,9.889,-20.219,3.02,0.0082,-0.2635,0.9646,652.29,612.94,66.0,52.0,68.0,54.0,649.62,641.24,676.54,625.05,0.9353415417634972
SMI ETG,721,constricted,2,635,606,28.45,10.116,-21.602,2.96,-0.0328,-0.2895,0.9566,-29.698,9.889,-20.219,3.02,0.0102,-0.2619,0.965,651.21,612.2,66.0,51.0,68.0,52.0,649.68,640.64,674.26,623.07,0.8714240864753802
SMI ETG,723,constricted,2,635,606,28.45,10.116,-21.601,2.98,-0.0336,-0.2903,0.9563,-29.698,9.889,-20.219,3.0,0.0096,-0.2621,0.965,652.03,613.03,65.0,51.0,66.0,52.0,650.58,641.66,674.94,623.28,0.9249128776749576
SMI ETG,724,constricted,2,635,606,28.45,10.116,-21.601,2.98,-0.0286,-0.287,0.9575,-29.699,9.889,-20.219,3.02,0.0124,-0.2597,0.9656,647.35,609.0,65.0,51.0,66.0,52.0,644.71,637.59,671.72,620.43,0.6386022306174992
SMI ETG,724,constricted,2,635,606,28.45,10.116,-21.601,2.98,-0.0291,-0.2883,0.9571,-29.699,9.889,-20.219,3.0,0.0117,-0.2596,0.9656,648.09,610.08,65.0,51.0,66.0,52.0,645.34,639.09,672.48,620.3,0.6887500683285764
SMI ETG,725,constricted,2,635,605,28.45,10.115,-21.601,2.98,-0.029,-0.2885,0.957,-29.699,9.888,-20.218,3.0,0.0122,-0.2598,0.9656,647.72,610.42,65.0,51.0,66.0,52.0,645.19,639.44,671.9,620.45,0.6942864557228801
SMI ETG,726,constricted,2,635,605,28.45,10.115,-21.601,2.98,-0.0288,-0.2906,0.9564,-29.699,9.888,-20.218,3.02,0.0111,-0.2607,0.9654,648.3,612.57,65.0,51.0,66.0,52.0,645.03,642.02,673.15,621.58,0.7678899570409786
SMI ETG,727,constricted,2,635,605,28.45,10.115,-21.601,2.98,-0.03,-0.2897,0.9566,-29.7,9.888,-20.218,2.98,0.0142,-0.26,0.9655,647.17,611.9,65.0,51.0,66.0,52.0,646.32,640.9,669.59,620.69,0.7020369259220355
SMI ETG,728,constricted,2,635,605,28.45,10.115,-21.601,2.98,-0.028,-0.2887,0.957,-29.7,9.888,-20.218,3.02,0.0119,-0.2587,0.9659,647.35,610.1,65.0,52.0,66.0,54.0,644.02,639.58,672.31,619.14,0.6709886811979887
SMI ETG,728,constricted,2,635,605,28.45,10.114,-21.601,2.98,-0.0292,-0.2888,0.957,-29.7,9.888,-20.218,3.0,0.0128,-0.2579,0.9661,647.58,610.15,65.0,52.0,66.0,54.0,645.41,639.72,671.3,618.16,0.6826302433951195
SMI ETG,729,constricted,2,634,605,28.45,10.114,-21.601,2.98,-0.0288,-0.2893,0.9568,-29.7,9.888,-20.218,3.0,0.0134,-0.2588,0.9658,646.98,610.97,65.0,51.0,66.0,52.0,645.02,640.37,670.54,619.35,0.7173154621525432
SMI ETG,729,constricted,2,634,605,28.45,10.114,-21.601,2.98,-0.0286,-0.2901,0.9566,-29.701,9.888,-20.218,3.02,0.0147,-0.2581,0.966,646.12,611.64,65.0,52.0,66.0,54.0,644.76,641.4,669.01,618.43,0.6935882641560173
SMI ETG,730,constricted,2,634,604,28.45,10.114,-21.601,3.0,-0.0279,-0.2887,0.957,-29.701,9.888,-20.217,3.0,0.0144,-0.2564,0.9665,645.87,609.7,65.0,52.0,66.0,54.0,643.91,639.63,669.39,616.41,0.661158594609952
SMI ETG,731,constricted,2,634,604,28.45,10.114,-21.601,3.0,-0.0284,-0.2887,0.957,-29.701,9.888,-20.217,3.0,0.0137,-0.2594,0.9657,646.55,610.58,65.0,51.0,66.0,52.0,644.52,639.68,670.23,619.97,0.7113344770670167
SMI ETG,732,constricted,2,634,604,28.45,10.113,-21.601,2.98,-0.0265,-0.2881,0.9572,-29.701,9.888,-20.217,3.02,0.016,-0.2541,0.9671,644.16,608.52,66.0,52.0,68.0,54.0,642.32,638.92,667.57,613.53,0.5584800188747315
SMI ETG,733,constricted,2,634,604,28.45,10.113,-21.601,2.98,-0.027,-0.2883,0.9572,-29.701,9.888,-20.217,3.02,0.015,-0.2578,0.9661,644.93,609.69,66.0,51.0,68.0,52.0,642.81,639.15,668.73,618.07,0.6186313348364111
SMI ETG,734,constricted,2,634,604,28.45,10.113,-21.601,2.98,-0.0287,-0.29,0.9566,-29.702,9.887,-20.217,3.0,0.0136,-0.26,0.9655,646.79,612.0,65.0,51.0,66.0,52.0,644.9,641.27,670.3,620.72,0.7569156934047211
SMI ETG,735,constricted,2,634,604,28.45,10.113,-21.601,2.98,-0.0287,-0.2907,0.9564,-29.702,9.887,-20.217,3.0,0.0143,-0.2599,0.9655,646.37,612.7,65.0,51.0,66.0,52.0,644.85,642.11,669.47,620.64,0.7585201240649209
SMI ETG,735,constricted,2,634,604,28.45,10.112,-21.601,2.98,-0.0295,-0.2891,0.9569,-29.702,9.887,-20.217,3.0,0.014,-0.2595,0.9656,647.02,611.11,65.0,51.0,66.0,52.0,645.79,640.13,669.85,620.15,0.744594586555484
SMI ETG,736,constricted,2,633,604,28.45,10.112,-21.601,3.0,-0.0293,-0.2892,0.9568,-29.702,9.887,-20.216,3.02,0.0128,-0.2586,0.9659,647.64,610.84,65.0,52.0,66.0,54.0,645.59,640.32,671.25,619.02,0.81133257680879
SMI ETG,737,constricted,2,633,604,28.45,10.112,-21.601,2.98,-0.029,-0.2903,0.9565,-29.702,9.887,-20.216,3.02,0.0126,-0.2616,0.9651,647.53,612.72,65.0,51.0,66.0,52.0,645.26,641.67,671.45,622.66,0.8502842740537769
SMI ETG,738,constricted,2,634,605,28.45,10.112,-21.601,2.98,-0.0289,-0.2886,0.957,-29.702,9.887,-20.216,3.02,0.0141,-0.2601,0.9655,646.53,610.79,65.0,51.0,66.0,52.0,645.03,639.56,669.7,620.83,0.6930216947420217
SMI ETG,739,constricted,2,634,605,28.45,10.111,-21.601,2.98,-0.0298,-0.2899,0.9566,-29.703,9.887,-20.216,3.02,0.014,-0.2607,0.9653,647.21,612.23,65.0,51.0,66.0,52.0,646.14,641.11,669.88,621.55,0.7557490476303181
SMI ETG,739,constricted,2,634,605,28.45,10.111,-21.601,2.98,-0.0293,-0.2898,0.9567,-29.703,9.887,-20.216,3.02,0.0155,-0.2601,0.9655,646.01,612.05,65.0,51.0,66.0,52.0,645.54,640.94,668.11,620.91,0.6988129502197702
SMI ETG,740,constricted,2,633,604,28.45,10.111,-21.601,2.94,-0.0297,-0.2889,0.9569,-29.703,9.887,-20.216,3.0,0.0134,-0.259,0.9658,647.49,610.71,65.0,51.0,66.0,52.0,645.99,639.87,670.57,619.53,0.8017724395610265
SMI ETG,741,constricted,2,633,605,28.45,10.111,-21.601,2.96,-0.0283,-0.2915,0.9562,-29.703,9.887,-20.216,2.96,0.015,-0.2576,0.9661,645.88,612.82,65.0,51.0,66.0,52.0,644.45,643.06,668.77,617.88,0.7560242403450097
SMI ETG,742,constricted,2,633,605,28.45,10.111,-21.601,2.96,-0.028,-0.2904,0.9565,-29.703,9.887,-20.215,2.98,0.0151,-0.2576,0.9661,645.58,611.74,65.0,51.0,66.0,52.0,644.09,641.73,668.6,617.8,0.7163308244335724
SMI ETG,743,constricted,2,634,604,28.45,10.11,-21.601,2.94,-0.0279,-0.2901,0.9566,-29.704,9.887,-20.215,2.98,0.0161,-0.2567,0.9664,644.9,611.26,65.0,51.0,66.0,52.0,643.93,641.33,667.41,616.75,0.6570533068644316
SMI ETG,743,constricted,2,634,604,28.45,10.11,-21.601,2.9,-0.0283,-0.2899,0.9566,-29.704,9.886,-20.215,2.96,0.0134,-0.2567,0.9664,646.8,610.97,65.0,51.0,66.0,52.0,644.44,641.17,670.63,616.79,0.731550151231099
SMI ETG,744,constricted,2,635,604,28.45,10.11,-21.601,2.9,-0.0283,-0.2898,0.9567,-29.704,9.886,-20.215,2.96,0.0143,-0.2573,0.9662,646.2,611.08,65.0,51.0,66.0,52.0,644.4,641.04,669.53,617.51,0.6648256540371191
SMI ETG,745,constricted,2,635,604,28.45,10.11,-21.601,2.88,-0.0286,-0.2889,0.9569,-29.704,9.886,-20.215,2.94,0.0151,-0.2578,0.9661,645.91,610.41,65.0,50.0,66.0,50.0,644.77,639.88,668.64,618.08,0.6350428353788338
SMI ETG,746,constricted,2,635,604,28.45,10.109,-21.601,2.92,-0.0289,-0.2889,0.9569,-29.704,9.886,-20.215,2.96,0.0134,-0.2569,0.9664,647.08,610.03,65.0,51.0,66.0,52.0,645.13,639.87,670.54,616.98,0.6778223795976527
SMI ETG,746,constricted,2,635,604,28.45,10.109,-21.601,2.84,-0.03,-0.2884,0.957,-29.705,9.886,-20.215,2.94,0.0139,-0.2563,0.9665,647.42,609.53,65.0,50.0,66.0,50.0,646.31,639.28,670.01,616.29,0.6827069646552825
SMI ETG,748,constricted,2,635,604,28.45,10.109,-21.601,2.84,-0.0286,-0.2906,0.9564,-29.705,9.886,-20.214,2.88,0.0159,-0.2565,0.9664,645.5,611.8,62.0,50.0,64.0,50.0,644.77,642.03,667.7,616.53,0.6559928817451854
SMI ETG,749,constricted,2,635,603,28.45,10.109,-21.601,2.84,-0.0299,-0.2891,0.9568,-29.705,9.886,-20.214,2.9,0.0146,-0.2567,0.9664,647.0,610.33,62.0,50.0,64.0,50.0,646.3,640.1,669.17,616.72,0.7056629347501142
SMI ETG,750,constricted,2,636,603,28.45,10.109,-21.601,2.82,-0.0284,-0.2885,0.9571,-29.705,9.885,-20.214,2.86,0.0151,-0.257,0.9663,645.79,609.75,61.0,50.0,62.0,50.0,644.5,639.37,668.66,617.08,0.5965993454868341
SMI ETG,751,constricted,2,636,602,28.45,10.108,-21.601,2.8,-0.0294,-0.2874,0.9574,-29.705,9.885,-20.214,2.84,0.0144,-0.2564,0.9665,646.73,608.58,61.0,50.0,62.0,50.0,645.61,638.05,669.4,616.32,0.6317457043052112
SMI ETG,751,constricted,2,636,602,28.45,10.108,-21.601,2.78,-0.0288,-0.2875,0.9573,-29.706,9.885,-20.214,2.82,0.0129,-0.2536,0.9672,647.37,607.76,61.0,48.0,62.0,50.0,644.92,638.21,671.23,612.94,0.6400095758547837
SMI ETG,753,constricted,2,633,606,28.45,10.108,-21.601,2.78,-0.0311,-0.2887,0.9569,-29.706,9.885,-20.214,2.8,0.0136,-0.2523,0.9676,648.4,608.78,61.0,47.0,62.0,48.0,647.58,639.63,670.42,611.44,0.7864599463834813
SMI ETG,1282,constricted,4,643,600,28.413,10.094,-21.614,2.78,-0.0319,-0.2687,0.9627,-29.747,9.9,-20.162,2.82,0.0145,-0.2434,0.9698,648.04,587.79,60.0,48.0,62.0,48.0,648.36,615.21,669.41,600.67,0.66224518085163
SMI ETG,1283,constricted,4,643,600,28.413,10.094,-21.614,2.76,-0.0303,-0.2719,0.9618,-29.748,9.9,-20.162,2.82,0.0158,-0.2442,0.9696,646.43,590.79,61.0,47.0,62.0,48.0,646.54,619.11,667.98,601.66,0.49253407238471586
SMI ETG,1285,constricted,4,643,600,28.413,10.094,-21.614,2.84,-0.0305,-0.2703,0.9623,-29.748,9.9,-20.162,2.82,0.016,-0.2441,0.9696,646.36,589.42,62.0,48.0,62.0,48.0,646.73,617.19,667.71,601.46,0.5562815939648079
SMI ETG,1285,constricted,4,643,600,28.413,10.094,-21.614,2.82,-0.03,-0.2713,0.962,-29.748,9.9,-20.162,2.82,0.0147,-0.2445,0.9695,646.83,590.15,62.0,48.0,64.0,48.0,646.21,618.3,669.17,601.97,0.5296993855128735
SMI ETG,1286,constricted,4,643,600,28.413,10.094,-21.614,2.84,-0.0306,-0.2708,0.9622,-29.748,9.9,-20.162,2.88,0.0148,-0.2476,0.9688,647.07,591.0,63.0,49.0,64.0,50.0,646.91,617.71,669.05,605.71,0.49514556601061716
SMI ETG,1287,constricted,4,643,601,28.413,10.094,-21.614,2.86,-0.0309,-0.2702,0.9623,-29.748,9.899,-20.162,2.86,0.0139,-0.2448,0.9695,647.78,589.34,63.0,49.0,64.0,50.0,647.2,616.99,670.1,602.34,0.6316525993195004
SMI ETG,1288,constricted,4,643,600,28.413,10.094,-21.614,2.88,-0.0302,-0.272,0.9618,-29.748,9.899,-20.162,2.86,0.016,-0.2455,0.9693,646.19,591.35,63.0,50.0,64.0,50.0,646.41,619.23,667.68,603.18,0.4620116148981568
SMI ETG,1288,constricted,4,643,600,28.413,10.094,-21.614,2.84,-0.0283,-0.2716,0.962,-29.748,9.899,-20.162,2.88,0.0141,-0.2469,0.9689,646.09,590.99,63.0,49.0,64.0,50.0,644.16,618.67,669.89,604.87,0.4773026024854498
SMI ETG,1289,constricted,4,643,600,28.413,10.093,-21.614,2.92,-0.0289,-0.2732,0.9615,-29.748,9.899,-20.162,2.9,0.0136,-0.2464,0.9691,646.79,592.22,63.0,50.0,64.0,50.0,644.91,620.61,670.44,604.27,0.4338268662216689
SMI ETG,1290,constricted,4,643,600,28.414,10.093,-21.614,2.88,-0.0308,-0.2713,0.962,-29.749,9.899,-20.162,2.9,0.0133,-0.2487,0.9685,648.05,591.67,63.0,49.0,64.0,50.0,647.11,618.34,670.82,607.03,0.4885606605323585
SMI ETG,1290,constricted,4,643,600,28.414,10.093,-21.614,2.92,-0.0303,-0.2715,0.962,-29.749,9.899,-20.162,2.9,0.0133,-0.2478,0.9687,647.75,591.4,64.0,50.0,64.0,50.0,646.51,618.55,670.83,605.96,0.4926561888277233
SMI ETG,1291,constricted,4,643,601,28.414,10.093,-21.613,2.88,-0.0301,-0.2722,0.9618,-29.749,9.899,-20.161,2.94,0.0141,-0.2465,0.969,647.22,591.66,63.0,51.0,64.0,52.0,646.32,619.47,669.87,604.44,0.5137073014815724
SMI ETG,1292,constricted,4,643,600,28.414,10.093,-21.613,2.9,-0.0308,-0.2705,0.9622,-29.749,9.899,-20.161,2.94,0.014,-0.2484,0.9686,647.65,590.99,64.0,49.0,66.0,50.0,647.15,617.34,670.0,606.69,0.5083805000795488
SMI ETG,1293,constricted,4,643,600,28.414,10.093,-21.613,2.94,-0.0283,-0.2725,0.9618,-29.749,9.899,-20.161,2.96,0.0138,-0.2478,0.9687,646.3,592.08,65.0,51.0,66.0,52.0,644.21,619.79,670.25,605.98,0.43001124617353503
SMI ETG,1293,constricted,4,643,600,28.414,10.093,-21.613,2.96,-0.0278,-0.2717,0.962,-29.749,9.9,-20.161,2.98,0.0143,-0.2477,0.9687,645.64,591.35,65.0,51.0,66.0,52.0,643.59,618.8,669.6,605.84,0.45311985729489346
SMI ETG,1295,constricted,4,643,600,28.414,10.093,-21.613,2.94,-0.0282,-0.2716,0.962,-29.749,9.9,-20.161,2.98,0.0135,-0.2457,0.9693,646.45,590.49,65.0,51.0,66.0,52.0,644.12,618.68,670.61,603.4,0.5069875722789562
SMI ETG,1295,constricted,4,643,600,28.414,10.092,-21.613,2.92,-0.0299,-0.2716,0.9619,-29.749,9.9,-20.161,2.98,0.0138,-0.2472,0.9689,647.23,591.36,64.0,51.0,66.0,52.0,646.06,618.78,670.2,605.25,0.4822835444313105
SMI ETG,1296,constricted,4,643,600,28.414,10.092,-21.613,2.86,-0.0301,-0.2723,0.9618,-29.749,9.9,-20.161,2.98,0.013,-0.246,0.9692,647.89,591.4,63.0,51.0,64.0,52.0,646.36,619.54,671.15,603.84,0.4961178439471648
SMI ETG,1298,constricted,4,643,600,28.414,10.092,-21.613,2.84,-0.0314,-0.2741,0.9612,-29.75,9.9,-20.161,2.96,0.0121,-0.2468,0.969,649.21,593.31,63.0,50.0,64.0,52.0,647.84,621.76,672.2,604.78,0.458227131714077
SMI ETG,1299,constricted,4,643,600,28.414,10.092,-21.613,2.92,-0.0301,-0.2712,0.9621,-29.75,9.9,-20.161,2.98,0.0124,-0.2459,0.9692,648.17,590.34,64.0,51.0,66.0,52.0,646.28,618.24,671.84,603.67,0.5494284034791558
SMI ETG,1300,constricted,4,643,600,28.414,10.092,-21.613,2.86,-0.0314,-0.2731,0.9615,-29.75,9.9,-20.161,2.94,0.0127,-0.2455,0.9693,648.84,592.05,63.0,51.0,64.0,52.0,647.82,620.57,671.48,603.15,0.49495017247388523
