eye_tracker,frame,trial_condition,segment,target_x,target_y,timestamp,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_pos_vid_x,gaze_pos_vid_y,gaze_pos_3d_x,gaze_pos_3d_y,gaze_pos_3d_z,gaze_target_angle
Tobii Glasses 2,733,dilated,1,985,332,29313.083,-0.0341,0.2257,0.9736,29.97,-25.83,-28.84,4.38,0.0221,0.2183,0.9756,-32.91,-25.31,-27.94,4.33,993.216,311.04,-8.1,218.36,1042.24,1.0792313336447141
Tobii Glasses 2,733,dilated,1,985,332,29323.077,-0.0338,0.2169,0.9756,29.81,-25.65,-28.79,4.31,0.0213,0.2269,0.9737,-32.49,-25.49,-27.79,4.25,993.408,311.364,-8.19,217.51,1039.59,1.0684274447551088
Tobii Glasses 2,734,dilated,1,985,332,29333.069,-0.0342,0.2255,0.9737,29.97,-25.83,-28.85,4.38,0.0223,0.2195,0.9754,-32.91,-25.31,-27.93,4.34,993.216,310.5,-8.08,218.81,1042.03,1.1031662940184348
Tobii Glasses 2,734,dilated,1,985,332,29343.06,-0.0336,0.219,0.9751,29.81,-25.66,-28.78,4.32,0.0218,0.2275,0.9735,-32.49,-25.49,-27.79,4.26,993.024,309.528,-7.85,220.09,1043.87,1.1432447638987873
Tobii Glasses 2,734,dilated,1,985,332,29353.05,-0.0347,0.2272,0.9732,29.97,-25.83,-28.84,4.39,0.0225,0.2198,0.9753,-32.91,-25.32,-27.93,4.34,993.408,309.528,-8.1,215.52,1022.61,1.1496963557419275
Tobii Glasses 2,734,dilated,1,985,332,29363.041,-0.0352,0.2195,0.975,29.81,-25.66,-28.78,4.31,0.022,0.2282,0.9734,-32.49,-25.49,-27.79,4.26,993.792,309.528,-8.36,212.67,1008.67,1.156417688460265
Tobii Glasses 2,735,dilated,1,985,332,29373.038,-0.0355,0.227,0.9732,29.97,-25.83,-28.84,4.38,0.0224,0.2199,0.9753,-32.91,-25.32,-27.93,4.34,993.984,309.852,-8.49,212.91,1011.34,1.1456053411110163
Tobii Glasses 2,735,dilated,1,985,332,29383.06,-0.0354,0.2186,0.9752,29.81,-25.65,-28.79,4.31,0.022,0.2273,0.9736,-32.49,-25.49,-27.8,4.27,993.984,310.608,-8.42,211.13,1006.25,1.1124180555023784
Tobii Glasses 2,735,dilated,1,985,332,29393.044,-0.0358,0.2266,0.9733,29.97,-25.83,-28.85,4.38,0.0224,0.2192,0.9754,-32.91,-25.31,-27.93,4.35,994.176,310.716,-8.61,210.97,1005.58,1.111388817964258
Tobii Glasses 2,735,dilated,1,985,332,29403.039,-0.0359,0.2182,0.9752,29.81,-25.65,-28.79,4.31,0.0213,0.2277,0.9735,-32.49,-25.49,-27.79,4.27,994.752,310.716,-9.09,210.64,1004.0,1.1228819448484872
Tobii Glasses 2,736,dilated,1,985,332,29413.032,-0.0365,0.2269,0.9732,29.97,-25.83,-28.85,4.39,0.0216,0.2197,0.9753,-32.91,-25.31,-27.93,4.35,994.944,310.068,-9.41,211.91,1007.71,1.1547713449220165
Tobii Glasses 2,736,dilated,1,985,332,29423.029,-0.0363,0.2204,0.9747,29.81,-25.65,-28.79,4.32,0.0209,0.2272,0.9736,-32.49,-25.49,-27.8,4.27,995.136,309.204,-9.63,215.24,1019.85,1.196024574729511
Tobii Glasses 2,736,dilated,1,985,332,29433.014,-0.0364,0.2274,0.9731,29.97,-25.83,-28.85,4.38,0.0214,0.22,0.9753,-32.91,-25.31,-27.94,4.35,995.136,309.528,-9.54,213.29,1011.66,1.1819980527170761
Tobii Glasses 2,736,dilated,1,985,332,29443.004,-0.037,0.22,0.9748,29.81,-25.65,-28.79,4.31,0.0217,0.2267,0.9737,-32.5,-25.48,-27.81,4.27,995.136,310.5,-9.39,208.43,992.66,1.1401288198081432
Tobii Glasses 2,737,dilated,1,985,332,29452.999,-0.0366,0.2262,0.9734,29.97,-25.83,-28.85,4.37,0.022,0.2198,0.9753,-32.91,-25.31,-27.94,4.35,994.752,310.608,-9.22,210.57,1003.29,1.1275431316953737
Tobii Glasses 2,737,dilated,1,985,332,29462.993,-0.0365,0.2203,0.9747,29.81,-25.65,-28.79,4.31,0.0219,0.2256,0.974,-32.5,-25.48,-27.82,4.27,994.752,310.716,-9.11,210.65,1004.2,1.1228819448484872
Tobii Glasses 2,737,dilated,1,985,332,29472.982,-0.0364,0.2267,0.9733,29.97,-25.83,-28.85,4.38,0.022,0.2194,0.9754,-32.91,-25.31,-27.95,4.35,994.752,310.5,-9.11,210.11,1000.93,1.1322083840079225
Tobii Glasses 2,737,dilated,1,985,332,29482.973,-0.0368,0.2206,0.9747,29.81,-25.66,-28.79,4.31,0.0219,0.2261,0.9739,-32.5,-25.48,-27.82,4.27,994.944,310.284,-9.21,209.56,997.28,1.1454459178823369
Tobii Glasses 2,738,dilated,1,985,332,29492.995,-0.0366,0.2272,0.9732,29.97,-25.83,-28.85,4.37,0.0217,0.2195,0.9754,-32.91,-25.31,-27.94,4.35,994.944,310.176,-9.39,211.0,1003.5,1.150106642749229
Tobii Glasses 2,738,dilated,1,985,332,29502.991,-0.0364,0.2212,0.9745,29.8,-25.66,-28.78,4.3,0.0215,0.2252,0.9741,-32.5,-25.48,-27.83,4.27,994.752,310.176,-9.33,213.45,1015.14,1.1462280064582475
Tobii Glasses 2,738,dilated,1,985,332,29512.976,-0.037,0.2272,0.9731,29.97,-25.83,-28.85,4.37,0.0216,0.2193,0.9754,-32.92,-25.31,-27.95,4.35,995.328,310.392,-9.61,209.49,997.2,1.1488032189449513
Tobii Glasses 2,739,dilated,1,985,333,29522.972,-0.0404,0.2241,0.9737,29.75,-25.74,-28.62,4.25,0.0221,0.2255,0.974,-32.5,-25.48,-27.82,4.27,997.056,309.744,-10.51,198.41,942.13,1.2570425147134918
Tobii Glasses 2,739,dilated,1,985,333,29532.963,-0.0378,0.2285,0.9728,29.95,-25.86,-28.79,4.35,0.0203,0.2192,0.9755,-32.92,-25.31,-27.95,4.35,996.672,309.636,-10.77,209.99,996.56,1.253038347692303
Tobii Glasses 2,739,dilated,1,985,333,29542.955,-0.0369,0.2212,0.9745,29.78,-25.69,-28.72,4.28,0.0194,0.225,0.9742,-32.5,-25.48,-27.82,4.27,996.288,309.636,-10.99,220.41,1046.15,1.2447159294576333
Tobii Glasses 2,739,dilated,1,985,333,29552.944,-0.0371,0.227,0.9732,29.96,-25.84,-28.83,4.36,0.0193,0.2187,0.9756,-32.92,-25.31,-27.95,4.36,996.672,310.176,-11.21,217.05,1032.4,1.2302039476959823
Tobii Glasses 2,740,dilated,1,985,333,29562.935,-0.0378,0.2197,0.9748,29.79,-25.68,-28.74,4.28,0.0193,0.2255,0.9741,-32.5,-25.48,-27.82,4.27,997.056,310.716,-11.38,215.19,1025.83,1.2163614694010103
Tobii Glasses 2,740,dilated,1,985,333,29572.931,-0.038,0.2259,0.9734,29.96,-25.84,-28.84,4.36,0.0188,0.2182,0.9757,-32.92,-25.31,-27.95,4.36,997.632,311.256,-11.91,215.1,1027.94,1.2079344668144738
Tobii Glasses 2,740,dilated,1,985,333,29582.924,-0.0386,0.219,0.975,29.79,-25.68,-28.74,4.28,0.0186,0.2245,0.9743,-32.51,-25.48,-27.82,4.27,997.824,311.796,-12.16,213.61,1022.91,1.1907792940556323
Tobii Glasses 2,740,dilated,1,985,333,29592.909,-0.0383,0.2256,0.9735,29.96,-25.84,-28.84,4.36,0.018,0.2176,0.9759,-32.92,-25.31,-27.95,4.36,998.208,311.688,-12.59,216.35,1035.36,1.205014598875508
Tobii Glasses 2,741,dilated,1,985,333,29602.904,-0.0383,0.2191,0.975,29.79,-25.68,-28.75,4.27,0.0171,0.2247,0.9743,-32.5,-25.48,-27.82,4.26,998.592,311.04,-13.21,221.47,1057.0,1.2410197368336786
Tobii Glasses 2,741,dilated,1,985,333,29612.926,-0.0371,0.2263,0.9733,29.96,-25.84,-28.84,4.34,0.0165,0.217,0.976,-32.92,-25.31,-27.95,4.35,998.4,310.716,-13.22,226.15,1078.21,1.2491702157965578
Tobii Glasses 2,741,dilated,1,985,333,29622.923,-0.0371,0.2182,0.9752,29.8,-25.66,-28.78,4.27,0.0162,0.2243,0.9744,-32.5,-25.48,-27.82,4.26,998.4,311.04,-13.42,229.75,1096.64,1.2360676422952
Tobii Glasses 2,741,dilated,1,985,333,29632.907,-0.0364,0.2258,0.9735,29.96,-25.83,-28.86,4.34,0.0163,0.2177,0.9759,-32.92,-25.31,-27.95,4.35,998.016,310.176,-13.22,232.34,1105.12,1.2616536970632972
Tobii Glasses 2,742,dilated,1,985,333,29642.899,-0.0361,0.2234,0.9741,29.75,-25.74,-28.63,4.25,0.0172,0.2243,0.9744,-32.5,-25.48,-27.82,4.27,997.248,307.584,-12.44,235.84,1109.77,1.35276791187903
Tobii Glasses 2,742,dilated,1,985,333,29652.893,-0.0354,0.2283,0.973,29.94,-25.86,-28.8,4.33,0.0165,0.2187,0.9756,-32.92,-25.31,-27.95,4.35,997.248,307.908,-12.55,235.34,1108.92,1.3389626012796303
Tobii Glasses 2,742,dilated,1,985,333,29662.887,-0.0365,0.2201,0.9748,29.78,-25.69,-28.73,4.26,0.0163,0.2243,0.9744,-32.5,-25.49,-27.81,4.26,998.016,309.528,-13.23,234.82,1114.01,1.2883758044462503
Tobii Glasses 2,742,dilated,1,985,333,29672.876,-0.0362,0.2261,0.9734,29.96,-25.84,-28.84,4.33,0.0158,0.2178,0.9759,-32.92,-25.31,-27.95,4.34,998.208,309.744,-13.47,235.31,1117.38,1.2840887706189352
Tobii Glasses 2,743,dilated,1,985,333,29682.867,-0.0365,0.219,0.975,29.79,-25.68,-28.75,4.25,0.0157,0.2247,0.9743,-32.5,-25.49,-27.81,4.26,998.208,309.744,-13.62,236.39,1122.65,1.2840887706189352
Tobii Glasses 2,743,dilated,1,985,333,29692.858,-0.0365,0.225,0.9737,29.96,-25.84,-28.84,4.33,0.0163,0.2177,0.9759,-32.92,-25.31,-27.94,4.33,998.016,310.716,-13.3,232.3,1107.23,1.239528661678778
Tobii Glasses 2,743,dilated,1,985,333,29702.855,-0.0371,0.2145,0.976,29.81,-25.64,-28.81,4.26,0.0167,0.2249,0.9742,-32.5,-25.49,-27.81,4.25,998.016,313.632,-12.73,219.79,1060.7,1.1226584034386828
Tobii Glasses 2,743,dilated,1,985,333,29712.84,-0.0392,0.2212,0.9744,29.97,-25.82,-28.86,4.34,0.0183,0.2164,0.9761,-32.92,-25.31,-27.94,4.33,998.592,315.36,-12.84,211.6,1028.62,1.0730191813918932
Tobii Glasses 2,744,dilated,1,985,332,29722.835,-0.0389,0.2124,0.9764,29.82,-25.63,-28.82,4.26,0.0178,0.2248,0.9743,-32.5,-25.48,-27.81,4.25,998.592,316.44,-12.42,203.7,994.65,0.9968646250368156
Tobii Glasses 2,744,dilated,1,985,332,29732.858,-0.0399,0.2218,0.9743,29.97,-25.82,-28.86,4.34,0.0191,0.2154,0.9763,-32.92,-25.31,-27.94,4.33,998.592,316.332,-12.46,204.29,997.15,1.000700188692079
Tobii Glasses 2,744,dilated,1,985,332,29742.85,-0.0393,0.2129,0.9763,29.82,-25.64,-28.82,4.25,0.0178,0.2238,0.9745,-32.5,-25.48,-27.81,4.25,998.784,316.656,-12.7,204.67,1000.36,0.9955407138645849
Tobii Glasses 2,744,dilated,1,985,332,29752.838,-0.04,0.2212,0.9744,29.98,-25.82,-28.86,4.33,0.0186,0.2148,0.9765,-32.92,-25.31,-27.94,4.33,998.976,316.872,-12.86,205.06,1003.35,0.9944136227599978
Tobii Glasses 2,745,dilated,1,985,332,29762.83,-0.0393,0.2131,0.9762,29.82,-25.64,-28.82,4.25,0.0175,0.2236,0.9745,-32.5,-25.48,-27.81,4.25,998.976,316.548,-12.92,206.23,1007.28,1.005662945573246
Tobii Glasses 2,745,dilated,1,985,332,29772.826,-0.04,0.2216,0.9743,29.98,-25.82,-28.86,4.33,0.0189,0.2153,0.9764,-32.92,-25.31,-27.94,4.33,998.784,316.44,-12.61,204.47,998.5,1.0031265909524667
Tobii Glasses 2,745,dilated,1,985,332,29782.818,-0.0393,0.2126,0.9763,29.82,-25.64,-28.82,4.26,0.0185,0.2239,0.9744,-32.51,-25.48,-27.81,4.24,998.4,317.088,-12.14,200.85,983.59,0.9677430981081172
Tobii Glasses 2,745,dilated,1,985,332,29792.803,-0.0404,0.2208,0.9745,29.98,-25.82,-28.86,4.34,0.0195,0.2147,0.9765,-32.92,-25.3,-27.95,4.33,998.592,317.628,-12.32,200.18,982.65,0.9554896062559658
Tobii Glasses 2,745,dilated,1,985,332,29802.798,-0.0396,0.2123,0.9764,29.82,-25.64,-28.81,4.26,0.0183,0.2235,0.9745,-32.51,-25.48,-27.81,4.25,998.784,317.628,-12.4,200.32,982.99,0.9620290750528357
Tobii Glasses 2,746,dilated,1,985,332,29812.791,-0.0401,0.2216,0.9743,29.98,-25.82,-28.86,4.33,0.0192,0.2149,0.9764,-32.92,-25.3,-27.95,4.33,998.592,316.872,-12.46,202.48,990.53,0.9816426135185857
Tobii Glasses 2,746,dilated,1,985,332,29822.787,-0.039,0.2126,0.9764,29.82,-25.64,-28.81,4.26,0.0177,0.2241,0.9744,-32.51,-25.48,-27.81,4.25,998.592,316.548,-12.61,205.19,1002.49,0.9930409435390866
Tobii Glasses 2,746,dilated,1,985,332,29832.771,-0.0397,0.2211,0.9744,29.97,-25.82,-28.86,4.33,0.019,0.2153,0.9764,-32.92,-25.3,-27.95,4.33,998.4,316.656,-12.48,205.58,1004.85,0.9829673933182844
Tobii Glasses 2,746,dilated,1,985,332,29842.792,-0.0383,0.2121,0.9765,29.82,-25.64,-28.81,4.26,0.0178,0.2248,0.9743,-32.51,-25.48,-27.81,4.25,998.208,316.44,-12.18,205.1,1001.73,0.9844909554357557
Tobii Glasses 2,747,dilated,1,985,332,29852.788,-0.0393,0.2222,0.9742,29.97,-25.82,-28.86,4.34,0.0196,0.2159,0.9762,-32.92,-25.3,-27.95,4.33,997.824,315.684,-11.87,205.2,998.81,1.0000995605521832
Tobii Glasses 2,747,dilated,1,985,332,29862.782,-0.038,0.2125,0.9764,29.82,-25.64,-28.81,4.27,0.0181,0.2259,0.974,-32.51,-25.47,-27.82,4.25,997.824,315.684,-11.76,204.53,995.39,1.0000995605521832
Tobii Glasses 2,747,dilated,1,985,332,29872.771,-0.0387,0.2228,0.9741,29.97,-25.82,-28.86,4.35,0.0193,0.2159,0.9762,-32.92,-25.3,-27.95,4.33,997.632,315.036,-11.83,208.51,1012.15,1.01862823559351
Tobii Glasses 2,747,dilated,1,985,332,29882.761,-0.0371,0.215,0.9759,29.81,-25.64,-28.8,4.27,0.0181,0.2255,0.9741,-32.51,-25.47,-27.82,4.25,997.248,313.416,-11.76,214.47,1034.18,1.0704449099023505
Tobii Glasses 2,748,dilated,1,986,333,29892.753,-0.038,0.2246,0.9737,29.97,-25.82,-28.86,4.35,0.0189,0.2171,0.976,-32.92,-25.3,-27.95,4.33,997.44,312.768,-11.88,213.96,1028.83,1.1164755845230774
Tobii Glasses 2,748,dilated,1,986,333,29902.749,-0.0371,0.2149,0.9759,29.81,-25.64,-28.8,4.27,0.0174,0.2271,0.9737,-32.51,-25.47,-27.82,4.25,997.632,312.552,-12.09,214.99,1032.85,1.1300392866364235
Tobii Glasses 2,748,dilated,1,986,333,29912.735,-0.0382,0.2239,0.9739,29.97,-25.82,-28.86,4.35,0.0186,0.2183,0.9757,-32.92,-25.3,-27.95,4.32,997.824,312.228,-12.25,216.24,1037.47,1.1480510288544918
Tobii Glasses 2,748,dilated,1,986,333,29922.73,-0.0369,0.2153,0.9758,29.81,-25.64,-28.81,4.28,0.0168,0.2277,0.9736,-32.51,-25.47,-27.82,4.24,998.016,311.688,-12.45,218.43,1045.41,1.1749579912177426
Tobii Glasses 2,749,dilated,1,986,333,29932.721,-0.0388,0.2242,0.9738,29.97,-25.82,-28.86,4.36,0.0186,0.219,0.9755,-32.92,-25.3,-27.95,4.31,998.208,311.796,-12.45,214.93,1029.1,1.1751944797699398
Tobii Glasses 2,749,dilated,1,986,333,29942.713,-0.0375,0.2144,0.976,29.81,-25.64,-28.81,4.28,0.0169,0.229,0.9733,-32.51,-25.47,-27.82,4.24,998.208,312.12,-12.36,211.08,1011.97,1.1619289164557385
Tobii Glasses 2,749,dilated,1,986,333,29952.703,-0.0396,0.2228,0.9741,29.97,-25.82,-28.87,4.35,0.0191,0.2196,0.9754,-32.92,-25.3,-27.96,4.31,998.4,312.66,-12.44,210.09,1009.85,1.1448346783076144
Tobii Glasses 2,749,dilated,1,986,333,29962.695,-0.0371,0.2126,0.9764,29.81,-25.63,-28.82,4.28,0.0163,0.2294,0.9732,-32.51,-25.47,-27.82,4.23,998.4,313.2,-12.39,208.47,1004.21,1.1231006163098889
Tobii Glasses 2,750,dilated,1,986,333,29972.69,-0.0402,0.2218,0.9743,29.97,-25.81,-28.87,4.35,0.0196,0.2203,0.9752,-32.92,-25.3,-27.96,4.31,998.4,313.308,-12.3,206.53,995.1,1.1187739078483994
Tobii Glasses 2,750,dilated,1,986,333,29982.712,-0.037,0.212,0.9766,29.81,-25.63,-28.82,4.28,0.0163,0.2303,0.973,-32.51,-25.47,-27.82,4.23,998.4,313.416,-12.14,205.09,988.58,1.1144540904057025
Tobii Glasses 2,750,dilated,1,986,333,29992.699,-0.0402,0.2208,0.9745,29.97,-25.81,-28.87,4.34,0.02,0.2205,0.9752,-32.92,-25.29,-27.96,4.3,998.208,313.956,-12.02,204.56,988.25,1.087824577262818
Tobii Glasses 2,750,dilated,1,986,333,30002.693,-0.0371,0.2111,0.9768,29.81,-25.63,-28.82,4.27,0.0167,0.23,0.9731,-32.51,-25.47,-27.82,4.23,998.208,314.388,-11.87,201.2,974.1,1.0706787688070758
Tobii Glasses 2,751,dilated,1,986,333,30012.685,-0.0404,0.2212,0.9744,29.97,-25.81,-28.87,4.34,0.0206,0.2207,0.9751,-32.92,-25.29,-27.96,4.3,998.016,313.848,-11.68,201.8,974.53,1.0870707765745722
Tobii Glasses 2,751,dilated,1,986,333,30022.682,-0.0372,0.212,0.9766,29.81,-25.64,-28.81,4.27,0.017,0.231,0.9728,-32.51,-25.47,-27.82,4.24,998.016,313.416,-11.66,200.23,965.5,1.1044431056742035
Tobii Glasses 2,751,dilated,1,986,333,30032.666,-0.0401,0.2213,0.9744,29.97,-25.82,-28.86,4.33,0.0201,0.2216,0.9749,-32.92,-25.29,-27.96,4.31,998.208,312.876,-11.97,205.76,989.58,1.1311867834605431
Tobii Glasses 2,751,dilated,1,986,333,30042.656,-0.0371,0.2144,0.976,29.8,-25.65,-28.8,4.27,0.0169,0.229,0.9733,-32.51,-25.47,-27.83,4.23,998.016,312.012,-12.23,212.46,1018.28,1.1616198324535858
Tobii Glasses 2,752,dilated,1,986,333,30052.652,-0.0392,0.2224,0.9742,29.96,-25.82,-28.86,4.33,0.0193,0.2218,0.9749,-32.92,-25.29,-27.96,4.31,998.016,311.472,-12.21,212.63,1016.83,1.1838778965096834
Tobii Glasses 2,752,dilated,1,986,333,30062.646,-0.0372,0.2161,0.9757,29.8,-25.65,-28.79,4.27,0.0174,0.229,0.9733,-32.51,-25.47,-27.83,4.24,997.824,310.716,-12.09,214.71,1023.73,1.2108104411954739
Tobii Glasses 2,752,dilated,1,986,333,30072.635,-0.0393,0.2225,0.9741,29.96,-25.82,-28.86,4.33,0.0197,0.2218,0.9749,-32.92,-25.29,-27.96,4.31,997.824,311.472,-11.95,211.07,1009.58,1.1793009798523884
Tobii Glasses 2,752,dilated,1,986,333,30082.656,-0.0375,0.2135,0.9762,29.8,-25.64,-28.8,4.26,0.0174,0.229,0.9733,-32.51,-25.47,-27.83,4.23,998.016,312.984,-11.92,206.82,995.45,1.121922997152491
Tobii Glasses 2,753,dilated,1,985,333,30092.647,-0.0396,0.2207,0.9745,29.96,-25.82,-28.86,4.32,0.0197,0.2216,0.9749,-32.92,-25.29,-27.96,4.31,998.016,312.984,-12.01,208.6,1003.69,1.148210644492644
Tobii Glasses 2,753,dilated,1,985,333,30102.644,-0.0365,0.2126,0.9764,29.81,-25.64,-28.81,4.26,0.0163,0.2296,0.9731,-32.51,-25.47,-27.83,4.23,998.016,312.876,-12.1,210.2,1010.99,1.1524944346718646
Tobii Glasses 2,753,dilated,1,985,333,30112.63,-0.0398,0.2194,0.9748,29.96,-25.82,-28.86,4.31,0.0197,0.2215,0.975,-32.92,-25.29,-27.97,4.31,998.208,313.848,-12.07,206.78,998.94,1.1195504670815017
Tobii Glasses 2,753,dilated,1,985,333,30122.624,-0.0358,0.2097,0.9771,29.81,-25.63,-28.82,4.25,0.0156,0.2293,0.9732,-32.51,-25.46,-27.83,4.23,998.016,315.144,-11.97,205.97,1000.33,1.0641269164418194
Tobii Glasses 2,754,dilated,1,985,333,30132.615,-0.0406,0.2176,0.9752,29.96,-25.82,-28.86,4.3,0.0206,0.2219,0.9749,-32.92,-25.29,-27.97,4.3,998.208,315.468,-11.74,198.99,967.82,1.0574778069801003
Tobii Glasses 2,754,dilated,1,985,333,30142.609,-0.035,0.2081,0.9775,29.81,-25.63,-28.82,4.25,0.0148,0.2318,0.9726,-32.51,-25.46,-27.84,4.22,998.016,315.468,-11.6,197.4,959.94,1.0518018948058976
Tobii Glasses 2,754,dilated,1,985,333,30152.597,-0.0406,0.2173,0.9753,29.96,-25.82,-28.86,4.29,0.0206,0.2225,0.9747,-32.92,-25.29,-27.97,4.3,998.208,315.468,-11.67,198.29,964.11,1.0574778069801003
Tobii Glasses 2,754,dilated,1,985,333,30162.588,-0.0349,0.2078,0.9776,29.81,-25.64,-28.81,4.23,0.0141,0.2321,0.9726,-32.51,-25.46,-27.84,4.22,998.4,315.576,-11.93,197.25,959.65,1.059161993558668
Tobii Glasses 2,755,dilated,1,985,333,30172.584,-0.0406,0.2174,0.9752,29.96,-25.83,-28.86,4.28,0.0197,0.2227,0.9747,-32.92,-25.28,-27.98,4.29,998.784,314.928,-12.34,201.64,978.22,1.0949603729978388
Tobii Glasses 2,755,dilated,1,985,333,30182.576,-0.0351,0.2087,0.9774,29.8,-25.65,-28.8,4.23,0.0135,0.2314,0.9728,-32.51,-25.46,-27.84,4.21,998.976,314.712,-12.63,204.06,989.22,1.1088095915676466
Tobii Glasses 2,755,dilated,1,985,333,30192.592,-0.0394,0.2194,0.9748,29.96,-25.83,-28.85,4.28,0.0182,0.2231,0.9746,-32.92,-25.28,-27.98,4.28,998.784,312.228,-13.01,214.47,1028.82,1.1988592592845504
Tobii Glasses 2,755,dilated,1,985,333,30202.586,-0.0361,0.2182,0.9752,29.75,-25.73,-28.64,4.2,0.0153,0.2295,0.9732,-32.52,-25.46,-27.84,4.21,998.4,307.8,-13.37,232.39,1094.52,1.3692284290676202
Tobii Glasses 2,756,dilated,1,985,333,30212.58,-0.0368,0.2241,0.9739,29.94,-25.87,-28.78,4.26,0.017,0.2238,0.9745,-32.92,-25.28,-27.98,4.28,997.824,307.26,-13.07,235.64,1107.72,1.3789899368616911
Tobii Glasses 2,756,dilated,1,985,333,30222.576,-0.0348,0.2181,0.9753,29.74,-25.75,-28.61,4.19,0.0151,0.2299,0.9731,-32.51,-25.46,-27.84,4.21,997.632,307.152,-13.03,238.62,1120.93,1.3794018404022217
Tobii Glasses 2,756,dilated,1,985,333,30232.56,-0.0357,0.2234,0.9741,29.94,-25.88,-28.77,4.24,0.0167,0.2235,0.9746,-32.92,-25.28,-27.98,4.28,997.248,307.368,-12.91,242.39,1139.94,1.3619899572649379
Tobii Glasses 2,756,dilated,1,985,333,30242.551,-0.0333,0.2178,0.9754,29.74,-25.75,-28.6,4.17,0.0148,0.229,0.9733,-32.51,-25.46,-27.85,4.2,996.864,307.152,-12.7,248.19,1165.83,1.3632608071954495
Tobii Glasses 2,757,dilated,1,985,334,30252.547,-0.0347,0.2235,0.9741,29.93,-25.88,-28.76,4.23,0.0163,0.223,0.9747,-32.92,-25.28,-27.98,4.27,996.864,307.26,-12.81,249.06,1170.4,1.4022951937538013
Tobii Glasses 2,757,dilated,1,985,334,30262.539,-0.0334,0.2165,0.9757,29.74,-25.75,-28.6,4.16,0.0137,0.2285,0.9734,-32.52,-25.46,-27.85,4.2,997.632,308.124,-13.63,249.89,1178.49,1.3810965794132062
Tobii Glasses 2,757,dilated,1,985,334,30272.529,-0.0353,0.2214,0.9745,29.93,-25.88,-28.76,4.22,0.0148,0.222,0.9749,-32.91,-25.24,-28.04,4.28,998.208,308.88,-14.35,251.71,1190.63,1.3619617288454544
Tobii Glasses 2,757,dilated,1,985,334,30282.519,-0.0268,0.2154,0.9762,29.74,-25.75,-28.6,4.16,0.0117,0.2282,0.9736,-32.51,-25.44,-27.87,4.21,998.592,308.772,-15.12,255.99,1210.75,1.3753434327082452
Tobii Glasses 2,758,dilated,1,986,334,30292.511,-0.045,0.2216,0.9741,29.93,-25.89,-28.76,4.21,0.0129,0.2217,0.975,-32.89,-25.2,-28.1,4.29,999.168,308.556,-16.07,262.22,1239.23,1.3744698980789454
Tobii Glasses 2,759,dilated,1,986,334,30342.502,-0.0335,0.2132,0.9764,29.74,-25.76,-28.6,4.15,0.0092,0.2282,0.9736,-32.51,-25.42,-27.9,4.21,1000.32,309.528,-17.13,259.45,1230.98,1.3615167388463023
Tobii Glasses 2,759,dilated,1,986,334,30352.492,-0.0361,0.2189,0.9751,29.93,-25.89,-28.75,4.2,0.0105,0.2206,0.9753,-32.88,-25.16,-28.17,4.29,1001.088,309.96,-18.69,269.46,1280.29,1.363651045615829
Tobii Glasses 2,760,dilated,1,986,334,30362.484,-0.0337,0.212,0.9767,29.73,-25.76,-28.6,4.14,0.0067,0.2259,0.9741,-32.51,-25.4,-27.94,4.2,1001.664,310.716,-19.94,275.29,1312.05,1.3491794665154844
Tobii Glasses 2,760,dilated,1,986,334,30372.479,-0.0366,0.2181,0.9752,29.93,-25.89,-28.75,4.2,0.0088,0.2189,0.9757,-32.87,-25.11,-28.25,4.3,1002.24,311.04,-20.71,276.28,1318.59,1.3527099444454806
Tobii Glasses 2,760,dilated,1,986,334,30382.47,-0.0349,0.2111,0.9768,29.73,-25.76,-28.6,4.13,0.0052,0.2246,0.9744,-32.51,-25.38,-27.98,4.21,1003.392,311.796,-22.04,277.4,1328.35,1.358042368662535
Tobii Glasses 2,760,dilated,1,986,334,30392.455,-0.0379,0.2171,0.9754,29.93,-25.89,-28.75,4.2,0.0063,0.2167,0.9762,-32.86,-25.07,-28.31,4.31,1004.544,312.552,-23.96,282.82,1358.53,1.36667647201726
Tobii Glasses 2,761,dilated,1,986,334,30402.451,-0.0353,0.2101,0.977,29.73,-25.76,-28.59,4.13,0.0034,0.2236,0.9747,-32.5,-25.36,-28.01,4.21,1004.544,312.66,-24.2,284.23,1365.68,1.3628430388344752
Tobii Glasses 2,761,dilated,1,986,334,30412.444,-0.0379,0.2176,0.9753,29.93,-25.89,-28.75,4.2,0.0065,0.2158,0.9764,-32.86,-25.06,-28.33,4.31,1004.352,312.876,-23.66,280.61,1349.75,1.3489775449215864
Tobii Glasses 2,761,dilated,1,986,334,30422.441,-0.0353,0.2094,0.9772,29.74,-25.75,-28.63,4.13,0.0036,0.2237,0.9747,-32.5,-25.36,-28.02,4.21,1004.544,313.308,-23.61,278.13,1340.5,1.3400252894583633
Tobii Glasses 2,761,dilated,1,986,334,30432.424,-0.0386,0.2162,0.9756,29.93,-25.89,-28.77,4.2,0.0064,0.2151,0.9766,-32.85,-25.06,-28.34,4.31,1004.736,314.388,-23.93,275.35,1333.01,1.309248630217699
