eye_tracker,frame,trial_condition,segment,target_x,target_y,timestamp,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_pos_vid_x,gaze_pos_vid_y,gaze_pos_3d_x,gaze_pos_3d_y,gaze_pos_3d_z,gaze_target_angle
Tobii Glasses 2,1698,constricted,4,1003,356,67870.812,-0.0556,0.2047,0.9772,29.94,-25.69,-29.29,2.65,0.011,0.1763,0.9843,-33.1,-24.78,-29.02,2.71,1013.376,358.344,-19.42,126.9,753.94,0.5258851933125769
Tobii Glasses 2,1698,constricted,4,1003,356,67880.804,-0.0621,0.1922,0.9794,29.92,-25.44,-29.4,2.6,0.0167,0.1898,0.9817,-32.98,-25.07,-28.89,2.66,1013.76,357.804,-19.65,126.98,752.35,0.5392059613914304
Tobii Glasses 2,1698,constricted,4,1003,356,67890.794,-0.0565,0.2048,0.9772,29.94,-25.69,-29.29,2.64,0.0115,0.1777,0.984,-33.1,-24.78,-29.02,2.7,1013.568,357.48,-19.54,127.11,751.92,0.5272974419026214
Tobii Glasses 2,1698,constricted,4,1003,356,67900.783,-0.0622,0.1913,0.9796,29.92,-25.44,-29.4,2.59,0.0173,0.1911,0.9814,-32.98,-25.07,-28.88,2.65,1013.376,357.804,-19.3,125.95,746.25,0.5205227541030317
Tobii Glasses 2,1699,constricted,4,1002,356,67910.776,-0.0564,0.205,0.9771,29.94,-25.68,-29.3,2.63,0.0121,0.1772,0.9841,-33.1,-24.77,-29.03,2.69,1013.184,358.128,-19.03,125.22,742.9,0.5627621806920385
Tobii Glasses 2,1699,constricted,4,1002,356,67920.773,-0.0619,0.1909,0.9797,29.92,-25.43,-29.41,2.59,0.0179,0.1914,0.9813,-32.98,-25.07,-28.88,2.64,1012.992,358.02,-18.89,125.36,743.5,0.5524348783960443
Tobii Glasses 2,1699,constricted,4,1002,356,67930.757,-0.0564,0.2049,0.9772,29.94,-25.68,-29.31,2.63,0.0123,0.1775,0.984,-33.1,-24.77,-29.03,2.69,1012.992,357.804,-19.0,125.64,744.46,0.5505429586423245
Tobii Glasses 2,1699,constricted,4,1002,356,67940.752,-0.062,0.1903,0.9798,29.93,-25.43,-29.41,2.59,0.0178,0.1924,0.9812,-32.97,-25.07,-28.88,2.64,1012.992,357.804,-18.93,125.44,743.04,0.5505429586423245
Tobii Glasses 2,1700,constricted,4,1001,355,67950.774,-0.0566,0.2045,0.9772,29.94,-25.67,-29.31,2.63,0.0132,0.1775,0.984,-33.09,-24.77,-29.02,2.69,1012.608,358.344,-18.58,124.27,738.18,0.5972643518988031
Tobii Glasses 2,1700,constricted,4,1001,355,67960.767,-0.062,0.1903,0.9798,29.93,-25.43,-29.42,2.59,0.0187,0.192,0.9812,-32.97,-25.07,-28.88,2.64,1012.608,358.344,-18.42,123.55,734.08,0.5972643518988031
Tobii Glasses 2,1700,constricted,4,1001,355,67970.756,-0.0564,0.2051,0.9771,29.94,-25.67,-29.32,2.63,0.0136,0.1778,0.984,-33.09,-24.77,-29.03,2.69,1012.416,357.912,-18.27,123.82,734.09,0.5824660955759537
Tobii Glasses 2,1700,constricted,4,1001,355,67980.747,-0.0616,0.1907,0.9797,29.93,-25.43,-29.42,2.59,0.0189,0.1923,0.9811,-32.97,-25.07,-28.89,2.64,1012.224,357.804,-18.23,124.2,735.89,0.5719484944696768
Tobii Glasses 2,1701,constricted,4,1001,355,67990.743,-0.0558,0.2053,0.9771,29.95,-25.67,-29.32,2.63,0.0132,0.1776,0.984,-33.09,-24.77,-29.03,2.69,1012.224,357.696,-18.33,124.87,739.52,0.5706617641400841
Tobii Glasses 2,1701,constricted,4,1001,355,68000.735,-0.061,0.191,0.9797,29.93,-25.42,-29.42,2.6,0.0187,0.192,0.9812,-32.97,-25.06,-28.89,2.64,1011.84,357.48,-18.22,125.8,744.16,0.5497230694646021
Tobii Glasses 2,1701,constricted,4,1001,355,68010.721,-0.0556,0.205,0.9772,29.95,-25.67,-29.32,2.63,0.0146,0.1786,0.9838,-33.09,-24.77,-29.03,2.7,1011.264,357.264,-17.68,125.27,740.17,0.5195887227512355
Tobii Glasses 2,1701,constricted,4,1001,355,68020.715,-0.0558,0.1913,0.98,29.93,-25.42,-29.42,2.6,0.0194,0.1925,0.9811,-32.97,-25.06,-28.89,2.65,1011.264,357.048,-17.74,125.88,742.92,0.51734963501629
Tobii Glasses 2,1702,constricted,4,1000,354,68030.797,-0.0605,0.2059,0.9767,29.95,-25.67,-29.32,2.64,0.0143,0.1791,0.9837,-33.09,-24.77,-29.03,2.71,1011.264,356.832,-17.93,126.94,748.1,0.5741414444225329
Tobii Glasses 2,1702,constricted,4,1000,354,68060.681,-0.0551,0.1909,0.9801,29.93,-25.42,-29.42,2.61,0.0191,0.1903,0.9815,-32.98,-25.04,-28.92,2.65,1010.688,358.344,-17.73,126.84,753.37,0.570298848296444
Tobii Glasses 2,1703,constricted,4,1000,354,68070.676,-0.0606,0.206,0.9767,29.95,-25.67,-29.32,2.65,0.0138,0.1785,0.9838,-33.1,-24.76,-29.03,2.71,1011.648,357.156,-18.14,126.59,747.33,0.5965797672650774
Tobii Glasses 2,1703,constricted,4,1000,354,68100.678,-0.0595,0.1907,0.9798,29.93,-25.42,-29.42,2.61,0.0192,0.1905,0.9815,-32.98,-25.04,-28.92,2.65,1010.688,358.236,-17.63,127.07,754.54,0.5683235619523491
Tobii Glasses 2,1704,constricted,4,999,354,68110.67,-0.0547,0.2039,0.9775,29.95,-25.67,-29.32,2.65,0.0139,0.1779,0.984,-33.1,-24.76,-29.03,2.71,1011.072,357.804,-17.98,127.68,756.25,0.6257639638578106
Tobii Glasses 2,1704,constricted,4,999,354,68120.667,-0.0597,0.1905,0.9799,29.93,-25.42,-29.42,2.61,0.0188,0.1909,0.9814,-32.98,-25.04,-28.91,2.65,1010.88,358.02,-17.94,127.67,757.09,0.620054917264379
Tobii Glasses 2,1704,constricted,4,999,354,68130.652,-0.0549,0.2035,0.9775,29.95,-25.67,-29.31,2.66,0.0153,0.1788,0.9838,-33.09,-24.75,-29.03,2.72,1010.304,357.588,-17.4,127.22,752.86,0.5863399129230564
Tobii Glasses 2,1704,constricted,4,999,354,68140.647,-0.0593,0.1908,0.9798,29.94,-25.42,-29.42,2.62,0.0196,0.1922,0.9812,-32.98,-25.04,-28.91,2.66,1010.304,357.156,-17.37,127.38,752.25,0.5802198567844532
Tobii Glasses 2,1705,constricted,4,999,354,68150.639,-0.0545,0.204,0.9775,29.95,-25.67,-29.31,2.66,0.0148,0.1789,0.9837,-33.09,-24.75,-29.03,2.72,1010.496,356.94,-17.58,128.48,757.97,0.586606299087241
Tobii Glasses 2,1705,constricted,4,999,354,68160.631,-0.059,0.1909,0.9798,29.94,-25.42,-29.42,2.62,0.0194,0.1921,0.9812,-32.98,-25.04,-28.91,2.65,1010.112,356.94,-17.42,128.45,757.82,0.5682455662807204
Tobii Glasses 2,1705,constricted,4,999,354,68170.62,-0.0543,0.2042,0.9774,29.95,-25.67,-29.31,2.66,0.0152,0.1793,0.9837,-33.09,-24.76,-29.03,2.72,1010.112,356.616,-17.32,128.61,757.35,0.5643224604435172
Tobii Glasses 2,1705,constricted,4,999,354,68180.612,-0.0589,0.1919,0.9797,29.94,-25.42,-29.42,2.62,0.0198,0.1924,0.9811,-32.97,-25.04,-28.91,2.66,1009.92,356.292,-17.19,128.51,755.31,0.5515310306011939
Tobii Glasses 2,1706,constricted,4,999,354,68190.606,-0.0539,0.2041,0.9775,29.96,-25.67,-29.32,2.67,0.015,0.1793,0.9837,-33.09,-24.76,-29.02,2.73,1009.728,356.508,-17.27,129.57,762.52,0.5446217819684424
Tobii Glasses 2,1706,constricted,4,999,354,68200.598,-0.058,0.1922,0.9796,29.94,-25.42,-29.43,2.63,0.0191,0.19,0.9816,-32.97,-25.02,-28.94,2.66,1009.728,357.048,-17.38,130.56,770.38,0.5513661318306781
Tobii Glasses 2,1706,constricted,4,999,354,68210.615,-0.0528,0.2035,0.9777,29.96,-25.66,-29.33,2.67,0.0145,0.1778,0.984,-33.08,-24.75,-29.03,2.73,1009.344,357.588,-17.2,130.19,770.26,0.5412813616417057
Tobii Glasses 2,1707,constricted,4,1000,354,68220.61,-0.0573,0.193,0.9795,29.95,-25.42,-29.43,2.63,0.0184,0.1874,0.9821,-32.97,-25.0,-28.97,2.66,1009.728,357.696,-17.59,131.8,780.32,0.5144322242033884
Tobii Glasses 2,1707,constricted,4,1000,354,68230.601,-0.0511,0.2036,0.9777,29.96,-25.66,-29.34,2.68,0.0115,0.176,0.9843,-33.07,-24.76,-29.04,2.73,1010.112,357.696,-18.19,133.97,793.46,0.5322357637340891
Tobii Glasses 2,1707,constricted,4,1000,354,68240.598,-0.0566,0.1929,0.9796,29.95,-25.42,-29.44,2.63,0.0167,0.1843,0.9827,-32.98,-24.98,-29.0,2.66,1010.112,358.992,-18.4,134.41,801.06,0.5572669907390791
Tobii Glasses 2,1707,constricted,4,1000,354,68250.583,-0.05,0.2024,0.978,29.97,-25.66,-29.35,2.68,0.0098,0.1725,0.985,-33.08,-24.75,-29.05,2.72,1010.304,360.72,-18.45,132.18,794.86,0.6073508487776959
Tobii Glasses 2,1708,constricted,4,1001,356,68260.574,-0.0563,0.193,0.9796,29.95,-25.43,-29.44,2.63,0.0163,0.1807,0.9834,-32.98,-24.96,-29.04,2.66,1010.304,361.26,-18.38,132.09,796.78,0.5281329642532006
Tobii Glasses 2,1708,constricted,4,1001,356,68270.57,-0.0487,0.2021,0.9782,29.97,-25.66,-29.35,2.67,0.0092,0.1712,0.9852,-33.08,-24.74,-29.07,2.72,1009.92,361.476,-18.26,132.28,799.02,0.5170447470976633
Tobii Glasses 2,1708,constricted,4,1001,356,68280.562,-0.0552,0.1928,0.9797,29.95,-25.43,-29.44,2.63,0.0166,0.1798,0.9836,-32.99,-24.96,-29.05,2.66,1009.344,361.8,-17.87,132.68,802.64,0.5016906180449313
Tobii Glasses 2,1708,constricted,4,1001,356,68290.551,-0.0473,0.2017,0.9783,29.97,-25.66,-29.35,2.67,0.0105,0.1711,0.9852,-33.08,-24.74,-29.07,2.72,1008.384,361.692,-17.18,132.91,803.37,0.4600001681034397
Tobii Glasses 2,1709,constricted,4,1001,357,68300.572,-0.0543,0.1924,0.9798,29.95,-25.43,-29.44,2.63,0.0174,0.1797,0.9836,-32.99,-24.96,-29.04,2.66,1008.192,362.016,-17.22,132.99,805.53,0.43294276830614
Tobii Glasses 2,1709,constricted,4,1001,357,68310.535,-0.0478,0.201,0.9784,29.96,-25.67,-29.34,2.67,0.0107,0.1709,0.9852,-33.08,-24.74,-29.07,2.72,1008.384,362.232,-17.34,132.78,804.88,0.4468022825962776
Tobii Glasses 2,1712,constricted,4,1001,360,68420.475,-0.0544,0.1916,0.98,29.94,-25.44,-29.43,2.63,0.0178,0.1802,0.9835,-32.98,-24.98,-29.02,2.66,1008.192,362.34,-17.07,132.6,804.23,0.37425403440019095
Tobii Glasses 2,1712,constricted,4,1001,360,68430.496,-0.0482,0.2,0.9786,29.96,-25.67,-29.34,2.66,0.0122,0.1713,0.9851,-33.08,-24.75,-29.06,2.72,1007.808,362.664,-16.85,132.29,803.94,0.36173160324310033
Tobii Glasses 2,1712,constricted,4,1001,360,68440.493,-0.0542,0.191,0.9801,29.94,-25.44,-29.43,2.62,0.019,0.1812,0.9833,-32.98,-25.0,-29.0,2.67,1007.232,362.232,-16.42,131.97,799.95,0.3275564714718733
Tobii Glasses 2,1712,constricted,4,1001,360,68450.477,-0.0479,0.1998,0.9787,29.96,-25.68,-29.33,2.66,0.0143,0.1725,0.9849,-33.09,-24.76,-29.05,2.72,1006.464,362.016,-15.84,132.61,803.32,0.2881808318661133
Tobii Glasses 2,1713,constricted,4,999,360,68460.468,-0.0532,0.19,0.9803,29.93,-25.45,-29.42,2.63,0.0199,0.1811,0.9833,-32.98,-25.01,-28.99,2.68,1006.08,362.772,-15.69,132.1,803.27,0.3762354498607002
Tobii Glasses 2,1713,constricted,4,999,360,68470.465,-0.0483,0.1985,0.9789,29.96,-25.68,-29.33,2.66,0.0149,0.1719,0.985,-33.09,-24.77,-29.05,2.72,1006.272,363.204,-15.73,131.38,800.87,0.3931633585500938
Tobii Glasses 2,1713,constricted,4,999,360,68480.458,-0.0534,0.1896,0.9804,29.93,-25.45,-29.42,2.63,0.02,0.1807,0.9833,-32.98,-25.02,-28.99,2.68,1006.272,363.42,-15.66,130.96,799.23,0.3975466823516046
Tobii Glasses 2,1713,constricted,4,999,360,68490.446,-0.0487,0.1983,0.9789,29.95,-25.69,-29.32,2.66,0.0151,0.1714,0.9851,-33.09,-24.78,-29.05,2.72,1006.464,363.96,-15.66,129.55,792.86,0.41787974500681224
Tobii Glasses 2,1714,constricted,4,999,361,68500.436,-0.0535,0.1895,0.9804,29.92,-25.46,-29.41,2.62,0.0208,0.1805,0.9833,-32.99,-25.02,-28.99,2.68,1005.696,363.96,-15.17,129.11,789.88,0.36227271069968026
Tobii Glasses 2,1714,constricted,4,999,361,68510.429,-0.0477,0.1982,0.979,29.95,-25.69,-29.32,2.66,0.0169,0.1717,0.985,-33.09,-24.78,-29.05,2.73,1004.736,364.068,-14.42,128.78,788.43,0.321739401854254
Tobii Glasses 2,1714,constricted,4,999,361,68520.427,-0.0529,0.1895,0.9804,29.92,-25.46,-29.41,2.62,0.0218,0.1794,0.9835,-32.99,-25.01,-29.01,2.69,1004.928,364.824,-14.45,127.27,782.61,0.3486794391178751
Tobii Glasses 2,1714,constricted,4,999,361,68530.409,-0.0478,0.1982,0.979,29.95,-25.7,-29.32,2.66,0.0163,0.1703,0.9853,-33.1,-24.77,-29.06,2.73,1005.12,365.148,-14.62,126.95,781.95,0.36535205921290664
Tobii Glasses 2,1715,constricted,4,999,362,68540.405,-0.0533,0.1889,0.9806,29.92,-25.46,-29.41,2.63,0.0212,0.179,0.9836,-32.99,-25.01,-29.01,2.69,1005.504,365.472,-14.88,127.41,785.75,0.3647397895661782
Tobii Glasses 2,1715,constricted,4,999,362,68550.428,-0.0484,0.1978,0.9791,29.95,-25.7,-29.32,2.66,0.0149,0.1701,0.9853,-33.1,-24.77,-29.06,2.72,1006.272,365.364,-15.56,128.09,789.55,0.39652724600135725
Tobii Glasses 2,1715,constricted,4,999,362,68560.419,-0.054,0.19,0.9803,29.92,-25.47,-29.41,2.62,0.0201,0.1786,0.9837,-33.0,-25.01,-29.02,2.69,1006.656,365.04,-15.61,127.49,784.56,0.4077533616100486
Tobii Glasses 2,1715,constricted,4,999,362,68570.409,-0.0488,0.1983,0.9789,29.95,-25.7,-29.32,2.65,0.0151,0.1705,0.9852,-33.1,-24.77,-29.06,2.72,1006.464,364.932,-15.54,127.21,782.68,0.39695252720880236
Tobii Glasses 2,1716,constricted,4,1000,362,68580.4,-0.0542,0.1898,0.9803,29.92,-25.47,-29.4,2.62,0.02,0.1786,0.9837,-33.0,-25.0,-29.02,2.68,1006.848,365.148,-15.73,127.26,783.57,0.3729881714510945
Tobii Glasses 2,1716,constricted,4,1000,362,68590.395,-0.0495,0.1981,0.9789,29.95,-25.7,-29.32,2.65,0.0148,0.1704,0.9853,-33.1,-24.77,-29.07,2.72,1007.232,365.256,-15.92,126.62,780.22,0.3925167812978931
Tobii Glasses 2,1716,constricted,4,1000,362,68600.387,-0.0554,0.1899,0.9802,29.92,-25.47,-29.4,2.61,0.0197,0.1784,0.9838,-33.0,-25.0,-29.02,2.68,1007.808,365.58,-16.21,125.45,774.27,0.4250974684630028
Tobii Glasses 2,1716,constricted,4,1000,362,68610.374,-0.0505,0.1986,0.9788,29.95,-25.7,-29.31,2.64,0.0142,0.1704,0.9853,-33.1,-24.77,-29.07,2.71,1008.192,365.148,-16.44,125.51,772.97,0.4344144743505595
Tobii Glasses 2,1716,constricted,4,1000,362,68620.369,-0.0561,0.19,0.9802,29.92,-25.47,-29.4,2.61,0.0195,0.1799,0.9835,-33.0,-25.02,-29.0,2.68,1008.192,364.608,-16.51,125.96,773.33,0.4255823919434686
Tobii Glasses 2,1717,constricted,4,1002,361,68630.361,-0.0516,0.1987,0.9787,29.94,-25.7,-29.31,2.64,0.0143,0.1711,0.9851,-33.1,-24.77,-29.06,2.71,1008.768,364.824,-16.72,124.88,767.85,0.3844317054519013
Tobii Glasses 2,1717,constricted,4,1002,361,68640.357,-0.057,0.1912,0.9799,29.91,-25.47,-29.4,2.6,0.0189,0.1782,0.9838,-33.01,-25.01,-29.02,2.67,1009.152,365.364,-16.89,123.31,760.35,0.41423653283368544
Tobii Glasses 2,1717,constricted,4,1002,361,68650.341,-0.0521,0.1996,0.9785,29.94,-25.7,-29.31,2.63,0.014,0.1704,0.9853,-33.11,-24.76,-29.07,2.7,1009.344,365.364,-16.75,121.81,751.15,0.4224123902898315
Tobii Glasses 2,1717,constricted,4,1002,361,68660.333,-0.058,0.1909,0.9799,29.91,-25.47,-29.39,2.6,0.0196,0.1796,0.9836,-33.01,-25.02,-28.99,2.66,1009.536,365.148,-16.8,121.64,749.25,0.42545427249696016
Tobii Glasses 2,1718,constricted,4,1002,360,68670.329,-0.0528,0.2001,0.9784,29.94,-25.7,-29.3,2.63,0.0141,0.1709,0.9852,-33.11,-24.76,-29.06,2.69,1009.728,365.04,-16.91,121.3,746.33,0.4559716680605952
Tobii Glasses 2,1718,constricted,4,1002,360,68680.351,-0.0588,0.1908,0.9799,29.91,-25.47,-29.39,2.59,0.0201,0.1814,0.9832,-33.0,-25.03,-28.97,2.64,1009.728,364.392,-16.8,120.93,741.79,0.43951555305795115
Tobii Glasses 2,1718,constricted,4,1002,360,68690.34,-0.0533,0.2009,0.9782,29.94,-25.7,-29.3,2.62,0.0139,0.1719,0.985,-33.11,-24.77,-29.05,2.68,1010.112,363.96,-17.13,121.59,743.97,0.4465215797901405
Tobii Glasses 2,1718,constricted,4,1002,360,68700.332,-0.0593,0.1913,0.9797,29.91,-25.46,-29.39,2.59,0.0192,0.1816,0.9832,-33.0,-25.03,-28.96,2.63,1010.496,363.852,-17.39,121.79,744.76,0.4614976580407907
Tobii Glasses 2,1719,constricted,4,1003,360,68710.323,-0.0542,0.2006,0.9782,29.94,-25.69,-29.3,2.62,0.0133,0.1713,0.9851,-33.11,-24.76,-29.06,2.67,1011.072,364.608,-17.65,120.52,740.02,0.4595773867042555
Tobii Glasses 2,1719,constricted,4,1003,360,68720.32,-0.06,0.1917,0.9796,29.91,-25.46,-29.4,2.58,0.0187,0.18,0.9835,-33.01,-25.01,-28.99,2.62,1011.264,364.932,-17.73,120.02,738.05,0.4757905658885949
Tobii Glasses 2,1719,constricted,4,1003,360,68730.304,-0.054,0.2014,0.978,29.94,-25.69,-29.3,2.62,0.0128,0.1713,0.9851,-33.11,-24.75,-29.07,2.66,1011.264,364.176,-17.72,120.46,737.99,0.4579697328886031
Tobii Glasses 2,1719,constricted,4,1003,360,68740.3,-0.0605,0.1917,0.9796,29.91,-25.46,-29.4,2.58,0.0188,0.1818,0.9832,-33.01,-25.02,-28.98,2.61,1011.456,363.852,-17.85,120.45,736.58,0.45968079214623586
Tobii Glasses 2,1720,constricted,4,1004,359,68750.292,-0.0544,0.2015,0.978,29.94,-25.69,-29.31,2.61,0.0126,0.1719,0.985,-33.11,-24.76,-29.07,2.65,1011.648,363.636,-18.03,121.34,741.08,0.44202668062948836
Tobii Glasses 2,1720,constricted,4,1004,359,68760.284,-0.0603,0.1916,0.9796,29.91,-25.46,-29.4,2.57,0.0183,0.1821,0.9831,-33.01,-25.02,-28.97,2.6,1011.648,363.42,-18.13,122.02,744.27,0.4366574804495654
Tobii Glasses 2,1720,constricted,4,1004,359,68770.273,-0.0541,0.2018,0.9779,29.93,-25.69,-29.31,2.61,0.0141,0.1711,0.9852,-33.11,-24.75,-29.07,2.64,1011.84,363.312,-18.22,122.25,745.33,0.44237103991420396
Tobii Glasses 2,1720,constricted,4,1004,359,68780.386,-0.0604,0.1917,0.9796,29.91,-25.45,-29.41,2.57,0.0157,0.182,0.9832,-33.01,-25.02,-28.98,2.59,1012.032,363.204,-18.35,122.4,745.99,0.44827092319506234
Tobii Glasses 2,1721,constricted,4,1004,359,68810.269,-0.0537,0.2013,0.9781,29.93,-25.69,-29.31,2.6,0.012,0.172,0.985,-33.11,-24.75,-29.07,2.64,1011.456,363.312,-18.23,123.43,752.5,0.42576396432183583
Tobii Glasses 2,1721,constricted,4,1004,359,68820.264,-0.0598,0.1911,0.9797,29.91,-25.45,-29.41,2.56,0.018,0.1832,0.9829,-33.01,-25.03,-28.96,2.58,1011.456,362.556,-18.3,124.49,755.86,0.40853136260835354
Tobii Glasses 2,1722,constricted,4,1004,359,68830.254,-0.0538,0.2017,0.978,29.93,-25.69,-29.31,2.6,0.0121,0.1733,0.9848,-33.11,-24.76,-29.06,2.64,1011.456,361.908,-18.35,125.45,759.3,0.3958879635799915
Tobii Glasses 2,1722,constricted,4,1004,359,68840.25,-0.06,0.1905,0.9799,29.91,-25.45,-29.41,2.56,0.0179,0.1847,0.9826,-33.0,-25.05,-28.93,2.57,1011.648,361.908,-18.49,125.36,758.67,0.4047581267173717
Tobii Glasses 2,1722,constricted,4,1004,359,68850.235,-0.0546,0.201,0.9781,29.93,-25.69,-29.31,2.6,0.0126,0.1739,0.9847,-33.11,-24.77,-29.05,2.63,1011.648,361.908,-18.53,125.6,760.33,0.4047581267173717
Tobii Glasses 2,1722,constricted,4,1004,359,68860.227,-0.06,0.1903,0.9799,29.91,-25.46,-29.41,2.57,0.0179,0.1849,0.9826,-33.0,-25.05,-28.93,2.57,1011.648,361.8,-18.46,125.43,758.93,0.402896787630644
Tobii Glasses 2,1723,constricted,4,1004,360,68870.222,-0.055,0.2018,0.9779,29.93,-25.69,-29.31,2.6,0.0129,0.1743,0.9846,-33.11,-24.77,-29.05,2.64,1011.84,361.584,-18.37,124.12,750.06,0.39562618161566837
Tobii Glasses 2,1723,constricted,4,1004,360,68880.215,-0.0606,0.1911,0.9797,29.9,-25.46,-29.4,2.56,0.0183,0.1855,0.9825,-33.0,-25.05,-28.94,2.58,1011.84,361.368,-18.31,124.03,748.56,0.3935944601405104
Tobii Glasses 2,1723,constricted,4,1004,360,68890.205,-0.0555,0.2015,0.9779,29.93,-25.7,-29.3,2.6,0.013,0.1748,0.9845,-33.11,-24.77,-29.05,2.64,1012.032,361.476,-18.53,124.56,751.99,0.4039017367191568
Tobii Glasses 2,2228,constricted,6,995,399,89068.55,-0.051,0.1642,0.9851,30.0,-25.57,-29.4,2.47,0.0219,0.1524,0.9881,-33.05,-24.99,-29.12,2.49,1003.2,396.792,-13.82,108.29,803.31,0.42094910150769743
Tobii Glasses 2,2228,constricted,6,995,399,89078.535,-0.0439,0.174,0.9838,30.02,-25.95,-29.08,2.47,0.0155,0.1435,0.9895,-33.13,-24.77,-29.15,2.55,1002.816,396.36,-13.5,108.31,801.51,0.4086136835517301
Tobii Glasses 2,2229,constricted,6,995,399,89088.53,-0.0504,0.1646,0.9851,30.0,-25.57,-29.41,2.47,0.0219,0.1526,0.988,-33.05,-24.99,-29.13,2.49,1002.816,396.144,-13.68,109.39,808.43,0.41202299296884326
Tobii Glasses 2,2229,constricted,6,995,399,89098.522,-0.0443,0.1738,0.9838,30.02,-25.94,-29.08,2.46,0.0223,0.1436,0.9894,-33.13,-24.77,-29.16,2.55,1002.816,396.252,-13.55,108.58,802.69,0.4102875762978779
Tobii Glasses 2,2229,constricted,6,995,399,89108.518,-0.0508,0.1651,0.985,30.01,-25.57,-29.41,2.47,0.0168,0.1516,0.9883,-33.05,-24.99,-29.14,2.49,1002.816,396.252,-13.41,107.75,796.87,0.4102875762978779
Tobii Glasses 2,2230,constricted,6,994,399,89158.501,-0.0451,0.1738,0.9837,30.03,-25.94,-29.09,2.46,0.0224,0.1438,0.9894,-33.13,-24.77,-29.16,2.54,1003.2,396.36,-13.76,107.68,796.52,0.4743629436771802
Tobii Glasses 2,2231,constricted,6,994,399,89168.494,-0.051,0.165,0.985,30.01,-25.56,-29.42,2.47,0.018,0.1513,0.9883,-33.05,-24.99,-29.13,2.49,1002.048,397.332,-12.6,104.46,777.6,0.40777035995748606
Tobii Glasses 2,2232,constricted,6,994,399,89238.434,-0.0452,0.1739,0.9837,30.03,-25.93,-29.1,2.47,0.0167,0.144,0.9894,-33.13,-24.77,-29.16,2.55,1002.816,396.576,-13.36,106.32,788.07,0.45322658105454544
Tobii Glasses 2,2233,constricted,6,994,399,89248.425,-0.0503,0.165,0.985,30.02,-25.56,-29.42,2.48,0.0252,0.1522,0.988,-33.05,-24.99,-29.13,2.5,1000.896,397.548,-11.74,103.63,772.54,0.3496500431288209
Tobii Glasses 2,2233,constricted,6,994,399,89258.421,-0.0427,0.1743,0.9838,30.04,-25.93,-29.1,2.48,0.0199,0.1429,0.9895,-33.13,-24.76,-29.17,2.56,999.552,397.764,-10.75,102.73,767.38,0.2821986589847077
Tobii Glasses 2,2233,constricted,6,994,399,89268.445,-0.0487,0.1655,0.985,30.03,-25.56,-29.43,2.49,0.027,0.1498,0.9883,-33.04,-24.99,-29.13,2.5,998.784,399.168,-10.19,100.75,759.47,0.23809405518044308
Tobii Glasses 2,2233,constricted,6,994,399,89278.429,-0.0407,0.1741,0.9839,30.04,-25.93,-29.1,2.49,0.0189,0.1391,0.9901,-33.1,-24.8,-29.11,2.57,998.976,401.112,-10.15,98.27,750.08,0.2691324205363602
Tobii Glasses 2,2234,constricted,6,994,400,89288.425,-0.0478,0.1657,0.985,30.03,-25.56,-29.43,2.5,0.0278,0.1461,0.9889,-33.02,-25.01,-29.1,2.51,997.824,401.976,-9.34,96.71,742.91,0.21428198053124872
Tobii Glasses 2,2234,constricted,6,994,400,89298.415,-0.0393,0.1736,0.984,30.05,-25.93,-29.11,2.51,0.0218,0.1372,0.9903,-33.1,-24.81,-29.09,2.57,996.48,403.596,-8.21,93.51,725.83,0.21654767185916432
Tobii Glasses 2,2234,constricted,6,994,400,89308.412,-0.0458,0.1658,0.9851,30.04,-25.56,-29.43,2.51,0.0302,0.1441,0.9891,-33.02,-25.02,-29.09,2.52,995.136,403.92,-7.5,93.64,728.43,0.2015241868831759
Tobii Glasses 2,2234,constricted,6,994,400,89318.398,-0.0381,0.1727,0.9842,30.05,-25.92,-29.12,2.51,0.0236,0.137,0.9903,-33.1,-24.79,-29.13,2.58,994.56,404.028,-7.11,93.67,729.44,0.2004971120508325
Tobii Glasses 2,2234,constricted,6,994,400,89328.388,-0.0447,0.1661,0.9851,30.04,-25.56,-29.43,2.52,0.0314,0.1425,0.9893,-33.01,-25.01,-29.1,2.52,993.984,405.216,-6.56,91.36,717.08,0.25689365953773546
Tobii Glasses 2,2235,constricted,6,994,400,89338.385,-0.038,0.1724,0.9843,30.05,-25.92,-29.12,2.52,0.0245,0.1356,0.9905,-33.1,-24.79,-29.13,2.58,993.984,405.864,-6.59,90.4,712.99,0.2888346924015245
Tobii Glasses 2,2235,constricted,6,994,400,89348.376,-0.0445,0.1665,0.985,30.04,-25.57,-29.43,2.52,0.0306,0.1405,0.9896,-33.01,-25.01,-29.11,2.52,994.176,406.404,-6.72,89.89,711.44,0.3156437408647794
Tobii Glasses 2,2235,constricted,6,994,400,89358.366,-0.0383,0.1722,0.9843,30.05,-25.92,-29.12,2.53,0.0239,0.1357,0.9905,-33.1,-24.79,-29.14,2.59,994.56,405.756,-6.96,91.1,717.62,0.2850762716800395
